شیت اول
فهرست بهای واحد پایه رشته ابنیه سال 1404				
شماره	فصل	شرح	واحد	"بهای واحد
(ریال)"
280503	28	حمل دریایی سیمان پاکتی، مصالح سنگی، آهن‏آلات، آجر و بلوک، مازاد بر ۳۰ مایل تا فاصله ۶۰ مایل دریایی	تن - مابل دریایی	20,300
280504	28	حمل دریایی سیمان پاکتی، مصالح سنگی، آهن‏آلات، آجر و بلوک، مازاد بر ۶۰ مایل تا فاصله ۹۰ مایل دریایی	تن - مابل دریایی	18,200
280505	28	حمل دریایی سیمان پاکتی، مصالح سنگی، آهن‏آلات، آجر و بلوک، مازاد بر ۹۰ مایل تا فاصله ۱۵۰ مایل دریایی	تن - مابل دریایی	18,200
410202	41	ماسه شسته.	مترمکعب	5,591,000
410203	41	شن شسته.	مترمکعب	5,719,000
410204	41	سنگ قلوه.	مترمکعب	4,899,000
410205	41	مصالح زیر اساس از مصالح رودخانه ای.	مترمکعب	4,159,000
410206	41	مصالح اساس شکسته از مصالح رودخانه ای.	مترمکعب	4,726,000
410301	41	سنگ لاشه.	مترمکعب	4,820,000
410302	41	سنگ لاشه قواره شده موزاییکی.	مترمکعب	5,945,000
410303	41	سنگ لاشه قواره شده موزاییکی درز شده.	مترمکعب	6,034,000
410305	41	سنگ بادبر.	مترمربع	4,214,000
410501	41	سیمان پرتلند پاکتی.	تن	17,908,000
410502	41	سیمان پرتلند فله.	تن	15,864,000
410508	41	سیمان سفید پاکتی.	تن	33,390,000
410601	41	گچ پاکتی.	تن	9,457,000
410602	41	گچ فله.	تن	7,660,000
410603	41	کلوخه آهک زنده.	تن	10,707,000
410701	41	آجر فشاری.	قالب	21,400
410702	41	انواع آجر ماشینی سوراخدار.	قالب	16,800
410703	41	انواع آجر قزاقی.	قالب	37,000
410801	41	انواع بلوک سفال (آجر تیغه).	قالب	40,600
410802	41	انواع بلوک سفال (سقفی).	قالب	155,000
410804	41	انواع بلوک سیمانی سقفی.	قالب	117,500
410901	41	انواع تیرآهن.	کیلوگرم	346,000
410902	41	انواع تیرآهن بال پهن.	کیلوگرم	584,500
410903	41	انواع ناودانی.	کیلوگرم	342,500
410904	41	انواع نبشی.	کیلوگرم	326,500
410905	41	انواع سپری.	کیلوگرم	338,000
410906	41	انواع قوطی.	کیلوگرم	421,000
410907	41	انواع تسمه.	کیلوگرم	457,000
410908	41	انواع ورق سیاه.	کیلوگرم	400,000
411001	41	انواع میلگرد ساده.	کیلوگرم	344,500
411002	41	انواع میلگردآجدار.	کیلوگرم	310,000
411003	41	انواع شبکه جوشی فولادی.	کیلوگرم	349,000
411004	41	انواع کابل فولادی (برای پیش تنیدگی).	کیلوگرم	0
411101	41	انواع پروفیلهای توخالی، پروفیل Z و پروفیل چهارچوب.	کیلوگرم	428,500
411202	41	انواع ورقهای گالوانیزه.	کیلوگرم	593,500
411303	41	انواع توری سیمی.	مترمربع	314,000
411304	41	انواع رابیتس.	کیلو گرم	485,500
411405	41	انواع پروفیل آلومینیومی.	کیلوگرم	1,698,000
411406	41	انواع ورق آلومینیومی.	کیلوگرم	2,438,000
411902	41	تخته نراد خارجی.	مترمکعب	222,924,000
412002	41	تخته و الوار ایرانی.	مترمکعب	138,590,000
412401	41	انواع قیر.	کیلوگرم	216,000
412801	41	انواع پوکه.	مترمکعب	4,547,000
412901	41	انواع چتایی.	مترمربع	365,500
413101	41	انواع رنگ روغنی.	کیلوگرم	1,576,000
413102	41	انواع رنگ پلاستیک.	کیلوگرم	982,500
990101	99	تامین و تجهیز محل سکونت کارمندان و افراد متخصص پیمانکار.	مترمربع	0
990102	99	تامین و تجهیز محل سکونت کارگران پیمانکار.	مترمربع	0
990103	99	تامین و تجهیز ساختمان های اداری و دفاتر کار پیمانکار.	مترمربع	0
990104	99	هزینه اجاره زمین برای انجام تجهیز کارگاه	مقطوع	0
990201	99	تامین کمک هزینه یا تسهیلات لازم برای تهیه غذای کارگران.	مقطوع	0
990202	99	تامین لباس کار، کفش و کلاه حفاظتی کارگران.	مقطوع	0
990301	99	تامین و تجهیز محل سکونت کارکنان کارفرما، مهندس مشاور و آزمایشگاه. (با رعایت بند 4-4)	مترمربع	0
990302	99	تامین و تجهیز ساختمان‌های اداری و دفاتر کار کارفرما، مهندس مشاور و آزمایشگاه. (با رعایت بند 4-4)	مترمربع	0
990303	99	تامین غذای کارمندان مهندس مشاور .کارفرماوآزمایشگاه . (با رعایت بند 4-4)	مقطوع	0
990304	99	تامین و تجهیز دفاتر کارفرما، مهندس مشاور و آزمایشگاه به اینترنت پر سرعت. (با رعایت بند 4-4)	مقطوع	0
990305	99	تامین و تجهیز دفتر مرکزی کارفرما با دوربین های مدار بسته با قابلیت انتقال تصویر از کارگاه به دفتر مرکزی کارفرما.	مقطوع	0
990306	99	هزینه برقراری نظام ایمنی، بهداشت و محیط زیست (HSE) و حفاظت کار، براساس دستورالعمل های مندرج در اسناد پیمان.	مقطوع	0
990401	99	تامین و تجهیز ساختمان‌های پشتیبانی، انبارهای سرپوشیده، آزمایشگاه پیمانکار و موارد مشابه.	مترمربع	0
990402	99	ساخت و تجهیز انبار مواد منفجره.	مترمربع	0
990403	99	تامین و تجهیز ساختمان های عمومی، بجز ساختمان های مسکونی و اداری و دفاتر کار.	مترمربع	0
990404	99	محوطه سازی.	مقطوع	0
990405	99	احداث شاسی نگهداری گونه‌های گیاهی.	مقطوع	0
990501	99	احداث چاه آب عمیق یا نیمه عمیق.	مقطوع	0
990601	99	تامین آب کارگاه و شبکه آب رسانی داخل کارگاه.	مقطوع	0
990602	99	تامین برق کارگاه و شبکه برق رسانی داخل کارگاه.	مقطوع	0
990603	99	تامین سیستم های مخابراتی داخل کارگاه.	مقطوع	0
990604	99	تامین سیستم گازرسانی در داخل کارگاه.	مقطوع	0
990605	99	تامین سیستم سوخت رسانی کارگاه.	مقطوع	0
990701	99	تامین و نگهداری راه دسترسی.	مقطوع	0
990702	99	تامین راه های سرویس.	مقطوع	0
990703	99	تامین راه های ارتباطی.	مقطوع	0
990704	99	نگهداری و بهره برداری تاسیسات جنبی یا زیربنایی موضوع بند 2-2	مقطوع	0
990801	99	تامین ایاب و ذهاب کارگاه.	مقطوع	0
990802	99	تامین قایق یا شناور برای انجام بازرسی مورد نیاز.	مقطوع	0
990901	99	تامین پی و سکو برای نصب ماشین آلات و تجهیزات سیستم تولید مصالح، سیستم تولید بتن، کارخانه آسفالت، ژنراتورها و مانند آن.	مقطوع	0
990902	99	نصب ماشین آلات و تجهیزات و راه اندازی آن ها	مقطوع	0
990903	99	بارگیری، حمل و بار اندازی ماشین آلات و تجهیزات به کارگاه و برعکس.	مقطوع	0
990904	99	بارگیری، حمل، باراندازی و مونتاژ انواع لایروب و حسب مورد یدک کش مناسب با آن و تجهیزات مربوط، به همراه خطوط لوله به کارگاه و برعکس.	مقطوع	0
990905	99	حمل بارج مناسب جهت انجام عملیات از دریا به کارگاه و برعکس. (در مورد عملیات دریایی و ساحلی به غیر از لایروبی)	مقطوع	0
990906	99	انتقال یدک کش جهت انجام عملیات از دریا به کارگاه و برعکس.(در مورد عملیات دریایی و ساحلی به غیر از لایروبی)	مقطوع	0
991001	99	تهیه، نصب و برچیدن داربست  برای انجام نماسازی خارج ساختمان در کارهای رشته ابنیه، وقتی که ارتفاع نماسازی بیش از 3.5 متر باشد. (برحسب سطح نما سازی)	مترمربع-ماه	0
991002	99	بارگیری، حمل، بار اندازی، مونتاژ و دمونتاژ ماشین آلات و لوازم حفاری محل شمع و بارت به کارگاه و برعکس.	مقطوع	0
991003	99	دمونتاژ، جابه جایی، مونتاژ و استقرار وسایل و ماشین آلات حفاری محل شمع و بارت از یک محل به محل دیگر در کارگاه.	مقطوع	0
991004	99	بارگیری، حمل و باراندازی وسایل و ماشین‌آلات شمع‌کوبی، سپرکوبی و جعبه محافظ ترانشه به کارگاه و برعکس.	مقطوع	0
991005	99	تهیه لوازم و مصالح مربوط و اجرای کف‌سازی محل ساخت تیرهای بتنی پیش‌ساخته پل‌ها.	مترمربع	0
991006	99	بارگیری، حمل و باراندازی وسایل وقطعات تیر مشبک فلزی (پوترلانسمان) به کارگاه و برعکس.	مقطوع	0
991007	99	جابه جایی و استقرار وسایل نصب تیرهای بتنی پیش ساخته از محل هر پل به محل پل دیگر.	مقطوع	0
991008	99	تامین پی و سکو و انجام کلیه تمهیدات مورد نیاز شامل کارهای حفاری، بتن‌ریزی، تحکیم و ... و آماده نمودن محل برای نصب ئ نصب جرثقیل کابلی یا جرثقیل خاص برجی و یا سیستم انتقال بتن به صورت تسمه نقاله. 	مقطوع	0
991009	99	تهیه لوازم و مصالح مربوط و اجرای کف‌سازی محل ساخت بلوک های بتنی اسکله وزنی و یا آرمورهای بتنی پیش ساخته.	مقطوع	0
991010	99	تامین سکوی پهلوگیری و یا اسکله موقت به منظور بارگیری و حمل قطعات پیش ساخته بتنی برای اجرا از دریا	مقطوع	0
991101	99	تامین علایم و وسایل ایمنی برای اطراف ترانشه‌ها و میله چاه‌ها و گودهایی که در مسیر عبور عابرین و یا وسایط نقلیه قرار دارد.	مقطوع	0
991102	99	تامین وسایل لازم و برقراری تردد عابرین پیاده و وسایل نقلیه از روی ترانشه‌ها و گودها.	مقطوع	0
991103	99	تامین مسیر مناسب برای تردد عابرین پیاده و وسایل نقلیه در محل‌هایی که به علت انجام عملیات، عبور از مسیر موجود قطع می‌شود.	مقطوع	0
991104	99	تامین روشنایی و تهویه مناسب در داخل نقب در موارد لازم.	مقطوع	0
991105	99	تأمین چراغ راهنمای دریایی و علایم و وسایل ایمنی برای تعیین محدوده دقیق عملیات اجرایی و حفظ ایمنی تردد در کارهای دریایی و ساحلی.	مقطوع	0
991106	99	تامین بویه و علائم و وسایل ایمنی دریایی برای تعیین محدوده عملیات اجرایی و حفظ ایمنی تردد دریایی.	مقطوع	0
991107	99	تامین روشنایی و تهویه مناسب در داخل تونل سد.	مقطوع	0
