شیت اول
فهرست بهای واحد پایه رشته ابنیه سال 1404				
شماره	فصل	شرح	واحد	"بهای واحد
(ریال)"
160422	16	تهیه و نصب سیم خاردار حلقوی سوزنی یا تبری به قطر 90 سانتی‌متر از فولاد گالوانیزه با اتصالات لازم	کیلوگرم	699,500
160501	16	تهیه و نصب در و پنجره از ورق گالوانیزه فرم داده شده و   پیچ و رنگ پخته شده در کوره.	کیلوگرم	0
160601	16	تهیه و نصب پانل دیواری از جنس پانل مشبک عایق‌دار به ضخامت تا ۷ سانتی‌متر با لایه پلی‏‌استایرن خود‏خاموش‌‏شو به ضخامت ۴ سانتی‌متر و شبکه‌ها و برشگیرها از مفتول به قطر ٢ تا ۲٫۵ میلی‌متر با چشمه‏‌های به ابعاد ۸۰×۸۰ میلی‏‌متر به همراه اجرای بازشو‌ها (به مسا	مترمربع	2,452,000
160602	16	تهیه و نصب پانل دیواری از جنس پانل مشبک عایق‌دار به ضخامت تا ١۵ سانتی‌متر با عایق پلی‏‌استایرن خودخاموش‏‌شو به ضخامت ۶ سانتی‌متر و شبکه‌ها و برشگیرها از مفتول به قطر ۳٫۵ تا ۴ میلی‌متر با چشمه‏‌های ۵۰×۵۰ میلی‌متر به همراه اجرای بازشوها ‌( (به سماحت کمتر یک متر مربع) و نصبشبکه های اتصال در گوشه و در اطراف بازشو ها به طور کامل	مترمربع	3,688,000
160603	16	اضافه‌بها به ردیف‌های‌ ۱۶۰۶۰۱ و ۱۶۰۶۰۲ به ازای هر یک سانتی‌متر افزایش ضخامت لایه عایق	مترمربع	294,000
160604	16	اضافه‌بها به ردیف‌های‌ ۱۶۰۶۰۱ و ۱۶۰۶۰۲ در صورتی که از مفتول گالوانیزه استفاده شود	مترمربع	120,000
160605	16	اضافه‌بها به ردیف‌های‌ ۱۶۰۶۰۱ و ۱۶۰۶۰۲ برای تعبیه بازشوها با مساحت بیش از یک مترمربع (بر حسب سطح بازشو)	مترمربع	690,000
160606	16	اضافه‌بها به ردیف ۱۶۰۶۰۲ در صورتی که از پانل برای ساخت سقف پانلی استفاده شود	مترمربع	76,200
160607	16	اضافه‏‌بها به ردیف‌های 160601 و 160602 در صورتی که وزن شبکه‏‌های مربوط به دلیل افزایش قطر مفتول و یا کاهش ابعاد چشمه، افزایش یابد (فقط به وزن افزایش یافته تعلق می‏‌گیرد)	کیلوگرم	410,500
160608	16	تهیه مصالح و اجرای قالب پانلی ماندگار دیواری، برای دیوار بتنی به ضخامت دیوار تا ۲۰ سانتی‌متر و ارتفاع دیوار تا ۳٫۵ متر، از جنس پلی‌استایرن خودخاموش‌شو (به ضخامت ۵ سانتی‌متر)، با کلیه میلگردها، مفتول‌‏ها و بولت‌‏های میانی به کار رفته در قالب به‌طور کامل با تمام تجهیزات و وسایل لازم.	مترمربع	8,453,000
160609	16	تهیه مصالح و اجرای دیوار پانلی ماندگار از جنس پلی‌استایرن خودخاموش‌شو، به ضخامت دیوار ۶ سانتی‌متر، با مقاطع ناودانی گالوانیزه به عرض جان ۶ سانتی‌متر، و ارتفاع دیوار تا ۶ متر، به‌ طور کامل با تمام تجهیزات و وسایل لازم	مترمربع	5,331,000
160610	16	تهیه مصالح و اجرای قالب پانلی ماندگار سقفی، به ضخامت ۲۰ سانتی‌متر، از جنس پلی‌استایرن خودخاموش‌شو به صورت بلوک با مقاطع ناودانی گالوانیزه به عرض جان ۱۲ سانتی‌متر، به طور کامل با تمام تجهیزات و وسایل لازم	مترمربع	10,256,000
160611	16	اضافه‌بها به ردیف 160608 برای ضخامت‏‌های بیش از 20 سانتی‌متر، به ‌ازای هر ۵ سانتی‌متر تا 45 سانتی‌متر	مترمربع	83,300
160612	16	اضافه‌بها به ردیف 160608 در صورتی که ارتفاع دیوار بیش از 3/5 متر تا  5/5 متر باشد	مترمربع	574,500
160613	16	اضافه‌بها به ردیف‌ 160608 در صورت اجرای دیوارها در جدار خارجی ساختمان.	مترمربع	507,000
160614	16	اضافه‌بها به ردیف 160610 برای ضخامت‌‏های بیش از 20 سانتی‌متر، به ‌ازای هر سانتی‌متر تا 32 سانتی‌متر	مترمربع	437,500
160615	16	اضافه‌بها به ردیف 160609 به ‌ازای هر سانتی‌متر افزایش ضخامت پلی استایرن	مترمربع	336,500
160616	16	اضافه‌بها به ردیف 160609 به ‌ازای افزایش هر سانتی‌متر عرض جان ناودانی	مترمربع	53,700
160617	16	اضافه‌بها به ردیف 160608 برای تعبیه بازشوها با مساحت بیش از یک مترمربع (برحسب سطح بازشو)	مترمربع	1,559,000
160618	16	اضافه‏‌بها به ردیف 160609 برای تعبیه بازشوها با مساحت بیش از یک مترمربع (برحسب سطح بازشو)	مترمربع	619,000
160701	16	تهیه و اجرای زیرسازی از جنس فولاد سرد نورد شده گالوانیزه، در سطوح قائم، متشکل از اعضای استاد و رانر و سایر مقاطع گالونیزه (و بادبند در صورت لزوم) به همراه نعل‌درگاه، اتصالات و تقویتی‌های مربوط	کیلوگرم	1,284,000
160702	16	تهیه و اجرای زیرسازی از جنس فولاد سرد نورد شده گالوانیزه، در سطوح افقی، متشکل از اعضای استاد، رانر و سایر مقاطع گالوانیزه به همراه اتصالات و تقویتی‌های مربوط	کیلوگرم	1,190,000
160703	16	تهیه و اجرای پانل دیواری از سازه قاب‌ فلزی سبک (LSF)، از جنس فولاد سرد نورد شده گالوانیزه سبک متشکل از اعضای استاد (Stud)، تِرک (Track) و بادبند (در صورت لزوم) به همراه نعل‌درگاه، اتصالات و تقویتی‌های مربوط	کیلوگرم	1,002,000
160704	16	تهیه و اجرای پانل سقفی از سازه قاب‌ فلزی سبک (LSF)، از جنس فولاد سرد نورد شده گالوانیزه سبک متشکل از اعضای استاد (Stud)، تِرک (Track) به همراه اتصالات و تقویتی‌های مربوط	کیلوگرم	1,036,000
160705	16	 اضافه‌بها به ردیف‏‌های 160701 و 160702 برای اجرای زیرسازی دکوراتیو از جنس فولاد سرد نورد شده گالوانیزه	کیلوگرم	0
160706	16	تهیه و اجرای تاوه فلزی ماندگار برای پوشش سقف، به همراه گل‌میخ‌ها و اتصالات مربوط	کیلوگرم	590,000
160707	16	تهیه مصالح، اجرا و نصب زیرسازی و بدنه سقف‌های کاذب مشبک از پروفیل‌های فولادی سردنورد شده گالوانیزه پلی‌استر روکار با زبانه‌های اتصال کشویی، با اتصالات، آویزها و جزییات اجرایی	کیلوگرم	1,656,000
160801	16	تهیه و اجرای کف کاذب فولادی شامل شبکه زیرسازی به ابعاد ۶۰×۶۰ سانتی‌متر، با زیرسازی مورد‌نیاز (پایه، کمرکش و... ) از ورق و پروفیل‌ از جنس فولاد گالوانیزه سرد به همراه پانل فولادی با رنگ پودری الکترواستاتیک کوره‏ای و پرکننده جداره میانی پانل‏ به انضمام اتصالات مورد نیاز.	مترمربع	0
160901	16	تهیه، ساخت و نصب نرده با لوله فولادی ضد زنگ از رده SS201 به همراه کلیه اتصالات لازم از رده SS304	کیلوگرم	1,944,000
160902	16	تهیه، ساخت و نصب نرده با لوله فولادی ضد زنگ از رده SS304 به همراه کلیه اتصالات لازم از رده ‌SS304.	کیلوگرم	1,944,000
160905	16	تهیه، نصب و سوار کردن قطعات فولادی ضدزنگ (Stainless steel) از رده SS3041‌ برای ساخت مخازن مکعبی پیش‌ساخته مدولار به طور کامل	کیلوگرم	1,919,000
160906	16	تهیه و نصب نبشی از استیل برای لبه های تیز و مشابه آن.	کیلوگرم	0
160907	16	تهیه و نصب پاخور و مانند آن از ورق استیل.	کیلوگرم	0
170102	17	تهیه، ساخت و نصب در و پنجره آلومینیومی از پروفیل آلومینیومی اس‌تی و کرونت، با پوشش آنادایز غیررنگی به ضخامت 10 میکرون	کیلوگرم	2,198,000
170110	17	تهیه، ساخت و نصب در و پنجره آلومینیومی از پروفیل‏‌های آلومینیومی به غیر از اس‌تی و کرونت، با پوشش آنادایز غیررنگی به ضخامت 10 میکرون	کیلوگرم	2,655,000
170111	17	تهیه، ساخت و نصب در و پنجره آلومینیومی از پروفیل آلومینیومی دارای خاصیت شکست حرارتی، با پوشش آنادایز غیررنگی به ضخامت 10 میکرون به همراه مواد عایق کننده.	کیلوگرم	2,451,000
170113	17	تهیه، ساخت و نصب نرده و شبکه آلومینیومی و مانند آن از پروفیل‏‌های قوطی آلومینیومی با پوشش آنادایز غیررنگی به ضخامت 10 میکرون	کیلوگرم	2,057,000
170115	17	تهیه و نصب روکش روی سطوح قائم از ورق نمای آلومینیوم (فاساد)، با پوشش آنادایز غیررنگی به ضخامت 10 میکرون	کیلوگرم	2,556,000
170117	17	تهیه و نصـب پروفیل‌های آلومینیومی جهت اتصال انواع پوشش‏‌ها به زیرسازی، با پوشش آنادایز غیررنگی به ضخامت 10 میکرون	کیلوگرم	2,484,000
170204	17	تهیه و نصب تایل آلومینیومی به ابعاد حدود 60×60 سانتی‌متر و به ضخامت 0/5 میلی‏‌متر، با پوشش رنگ پودری الکترواستاتیک به ضخامت 60 تا 80 میکرون	مترمربع	5,623,000
170205	17	تهیه  و نصب تایل آلومینیومی سوراخ‌‏دار به ابعاد حدود 60×60 سانتی‌متر و به ضخامت 0/5 میلی‌‏متر، با پوشش رنگ پودری الکترواستاتیک به ضخامت 60 تا 80 میکرون.	مترمربع	5,623,000
170206	17	تهیه  و نصب تایل آلومینیومی سوراخ‌‏دار به ابعاد حدود 60×60 سانتی‌متر و به ضخامت 0/6 میلی‌‏متر، با پوشش رنگ پودری الکترواستاتیک به ضخامت 60 تا 80 میکرون.	مترمربع	6,092,000
170209	17	اضافه‌بها به ردیف‌‏های 170204 تا 170206 در صورت استفاده از لایه نمدی کندسوز به ضخامت 0/2 میلی‏‌متر در پشت تایل آلومینیومی	مترمربع	700,000
170211	17	تهیه و نصب سقف کاذب آلومینیومی از نوع سلول مشبک باز، با پوشش رنگ پودری الکترواستاتیک به ضخامت 60 تا 80 میکرون	کیلوگرم	6,012,000
170213	17	تهیه و نصب سقف کاذب آلومینیومی از نوع سامانه سقف کاذب خطی، با پوشش رنگ پودری الکترواستاتیک به ضخامت 60 تا 80 میکرون	کیلوگرم	4,251,000
170214	17	تهیه و نصب سقف کاذب آلومینیومی از نوع سامانه سقف کاذب خطی سوراخ‌‏دار، با پوشش رنگ پودری الکترواستاتیک به ضخامت 60 تا 80 میکرون	کیلوگرم	4,337,000
170216	17	تهیه  و نصب سقف کاذب آلومینیومی بافل، با پوشش رنگ پودری الکترواستاتیک به ضخامت 60   تا 80 میکرون.	کیلوگرم	3,871,000
170301	17	تهیه  مصالح و پوشش سقف با ورق آلومینیومی رنگ نشده، با هر نوع موج.	کیلوگرم	2,649,000
170303	17	تهیه  مصالح و پوشش دیوار با ورق آلومینیومی رنگ نشده، با هر نوع موج.	کیلوگرم	2,713,000
170305	17	تهیه  مصالح و اجرای فلاشینگ با ورق آلومینیومی رنگ نشده.	کیلوگرم	2,979,000
170308	17	تهیه، خمکاری و نصب ورق آلومینیومی رنگ نشده	کیلوگرم	0
170401	17	تهیه  و نصب نبشی از آلومینیوم رنگ نشده،   برای لبه‌های تیز و کارهای مشابه آن.	کیلوگرم	2,507,000
170402	17	تهیه مصالح و پوشش درزهای ساختمانی با قطعات آلومینیومی با پوشش آنادایز غیررنگی به ضخامت 10 میکرون	کیلوگرم	3,294,000
170403	17	تهیه  و نصب پاخور و مانند آن از ورق آلومینیوم رنگ   نشده.	کیلوگرم	3,565,000
170404	17	تهیه  و نصب ریل آلومینیومی رنگ نشده توری پشه گیر آلومینیومی.	کیلوگرم	2,151,000
170501	17	تهیه  و نصب توری پشه‌گیر آلومینیومی، با قاب آلومینیومی ثابت.	مترمربع	4,314,000
170502	17	تهیه  و نصب توری پشه‌گیرآلومینیومی متحرک، با قاب آلومینیومی بدون ریل کشویی.	مترمربع	9,207,000
170503	17	تهیه  و نصب توری پشه‌گیر آلومینیومی لولایی با قاب آلومینیومی بدون چهارچوب.	مترمربع	9,207,000
170603	17	اضافه‌بها  به کارهای آلومینیومی رنگ نشده، بابت پوشش رنگ پودری الکترواستاتیک به ضخامت 60   تا 80  میکرون.	کیلوگرم	215,000
170604	17	اضافه‌بها  به کارهای آلومینیومی رنگ نشده، هرگاه به ضخامت 10 میکرون و به رنگ آلومینیوم، آنادایز   شوند.	کیلوگرم	300,000
170605	17	اضافه‌بها  به کارهای آلومینیومی آنادایز شده غیر رنگی، هر گاه به روش آنادایز،   به ضخامت 10 میکرون، رنگی شود.	کیلوگرم	50,000
170606	17	اضافه‌بها  به کارهای آلومینیومی، بابت آنادایز کردن به ضخامت بیش از 10   میکرون به ازای هر ۵   میکرون.	کیلوگرم	320,000
170705	17	تهیه و نصب ورق سربی به ضخامت 2 تا 3 میلی‏متر روی کلیه سطوح	کیلوگرم	1,425,000
171001	17	تهیه مصالح و نصب پانل ساندویچی سقفی به ضخامت ۴ سانتی‌متر شامل دو رو ورق آلومینیوم رنگی به ضخامت 0/7 میلی‌متر که بین آنها فوم پلی‌یورتان پر شده باشد	مترمربع	14,698,000
171002	17	تهیه مصالح و نصب پانل ساندویچی دیواری به ضخامت ۴ سانتی‌متر شامل دو رو ورق آلومینیوم رنگی به ضخامت 0/7 میلی‌متر که بین آنها فوم پلی‌یورتان پر شده باشد	مترمربع	14,198,000
171004	17	تهیه  مصالح و نصب پانل ساندویچی سقفی به ضخامت ۴ سانتی‌متر شامل دو رو ورق رنگی فولادی با روکش آلومینیوم   و روی به ضخامت 0/5 میلی‌متر که بین آنها فوم پلی‌یورتان پر شده باشد.	مترمربع	12,852,000
171005	17	تهیه مصالح و نصب پانل ساندویچی دیواری به ضخامت ۴ سانتی‌متر شامل دو رو ورق رنگی فولادی با روکش آلومینیوم و روی به ضخامت 0/5 میلی‌متر که بین آنها فوم پلی‌یورتان پر شده باشد	مترمربع	12,539,000
171007	17	تهیه مصالح و نصب پانل ساندویچی سقفی به ضخامت ۴ سانتی‌متر شامل دو رو ورق گالوانیزه رنگی به ضخامت 0/5 میلی‌متر که بین آن‌ها فوم پلی‌یورتان پر شده باشد	مترمربع	12,117,000
171008	17	تهیه مصالح و نصب پانل ساندویچی دیواری به ضخامت ۴ سانتی‌متر شامل دو رو ورق گالوانیزه رنگی به ضخامت 0/5 میلی‌متر که بین آن‌ها فوم پلی‌یورتان پر شده باشد	مترمربع	12,266,000
171010	17	اضافه‌بها به ردیف‌های تهیه و نصب پانل ساندویچی، به ازای هر سانتی‌متر اضافه ضخامت مازاد بر چهار سانتی‌متر، بابت افزایش ضخامت فوم پلی‌یورتان	مترمربع	1,273,000
171012	17	تهیه و نصب پانل‏‌های کامپوزیتی به ضخامت ۴ میلی‌متر، شامل دو رو ورق آلومینیوم هر یک به ضخامت 0/3 میلی‌متر با لایه میانی پلی‌اتیلن	مترمربع	10,500,000
171013	17	تهیه و نصب پانل‏‌های کامپوزیتی به ضخامت ۴ میلی‌متر، شامل دو رو ورق آلومینیوم هر یک به ضخامت 0/5 میلی‌متر با لایه میانی پلی‌اتیلن‏	مترمربع	14,048,000
171015	17	اضافه‌بها به ردیف‌های 171012 و 171013 در صورت استفاده از لایه میانی مقاوم در برابر آتش با طبقه واکنش در برابر آتش از نوع B	مترمربع	1,677,000
171016	17	اضافه‌بها به ردیف‌های 171012 و 171013 در صورت استفاده از لایه میانی مقاوم در برابر آتش با طبقه واکنش در برابر آتش از نوع A2	مترمربع	0
171201	17	تعبیه و جاسازی بازشو یا سوراخ در کارهای آلومینیومی، به قطر تا 15 سانتی‌متر یا سطح معادل آن	عدد	566,500
171202	17	تعبیه و جاسازی بازشو یا سوراخ در کارهای آلومینیومی، به قطر بیش از 15 سانتی‌متر تا 25 سانتی‌متر یا سطح معادل آن	عدد	867,000
171203	17	تعبیه و جاسازی بازشو یا سوراخ در کارهای آلومینیومی، به سطح بیش از 0/25 مترمربع	مترمربع	2,124,000
180201	18	شمشه‏‌گیری سطوح قائم و سقف‌‏ها، با ملات گچ و خاک یا گچ	مترمربع	254,500
180202	18	اندود گچ و خاک به ضخامت تا 2/5 سانتی‌متر، روی   سطوح قائم.	مترمربع	787,500
180203	18	اندود گچ و خاک به ضخامت تا 2/5 سانتی‌متر، برای زیر   سقف‌‏ها.	مترمربع	946,500
180210	18	اندود گچ به ضخامت تا 1/5 سانتی‌متر، روی سطوح قائم	مترمربع	679,000
180211	18	اندود گچ به ضخامت تا 1/5 سانتی‌متر، برای زیر سقف‏‌ها	مترمربع	829,000
180212	18	اضافه‌‏بها به ردیف‌‏های 180210 و 180211، در صورت استفاده از گچ پلیمری سیوا	مترمربع	128,500
180215	18	سفید‏کاری روی سطوح قائم و پرداخت نهایی آن با گچ کشته. 	مترمربع	712,500
180216	18	سفید‏کاری زیر سقف‌‏ها و پرداخت نهایی آن با گچ کشته. 	مترمربع	882,000
180217	18	اضافه‏‌بها به ردیف‌‏های 180215 و 180216، در صورت استفاده از گچ پلیمری ساتن	مترمربع	59,000
180218	18	سفید‏کاری با گچ گیپتون روی سطوح بتنی	مترمربع	757,000
180220	18	درآوردن چفت در سطوح‌‏گچ کاری	مترطول	131,000
180221	18	تعبیه بند در سطوح گچ‏‌کاری	مترطول	348,500
180225	18	گچ‌کاری روی سطوح قائم به روش پاششی با دستگاه گچ‌پاش و پرداخت نهایی، به ضخامت تا ۲٫۵ سانتی‌متر. 	مترمربع	1,605,000
180226	18	گچ‌کاری زیر سقف‌ها به روش پاششی با دستگاه گچ‌پاش و پرداخت نهایی، به‌ ضخامت تا ۲٫۵ سانتی‌متر. 	مترمربع	1,939,000
180301	18	زخمی کردن روی سطوح بتنی به منظور اجرای اندود	مترمربع	110,500
180302	18	شمشه‌گیری سطوح قائم و سقف‌‏ها، با ملات ماسه سیمان	مترمربع	238,000
180304	18	اندود سیمانی به ضخامت تا ۲ سانتی‌متر، روی سطوح قائم، با ملات ماسه سیمان 1:4	مترمربع	1,161,000
180305	18	اندود سیمانی به ضخامت بیش از 2 سانتی‌متر تا ۳ سانتی‌متر، روی سطوح قائم، با ملات ماسه سیمان 1:4	مترمربع	1,425,000
180306	18	اندود سیمانی به ضخامت بیش از 3 سانتی‌متر تا 4 سانتی‌متر، روی سطوح قائم، با ملات ماسه سیمان 1:4	مترمربع	1,671,000
180308	18	اندود سیمانی به ضخامت تا 2 سانتی‌متر، روی سطوح افقی، با ملات ماسه سیمان 1:4	مترمربع	933,000
180309	18	اندود سیمانی به ضخامت بیش از 2 سانتی‌متر تا 3 سانتی‌متر، روی سطوح افقی، با ملات ماسه سیمان 1:4	مترمربع	1,182,000
180310	18	اندود سیمانی به ضخامت بیش از 3 سانتی‌متر تا 4 سانتی‌متر، روی سطوح افقی، با ملات ماسه سیمان 1:4	مترمربع	1,470,000
180312	18	اندود سیمانی به ضخامت تا 2 سانتی‌متر، برای زیر سقف، با ملات ماسه سیمان 1:4	مترمربع	1,710,000
180313	18	اندود سیمانی به ضخامت بیش از 2 سانتی‌متر تا 3 سانتی‌متر، برای زیر سقف، با ملات ماسه سیمان 1:4	مترمربع	2,206,000
180314	18	اندود سیمانی به ضخامت بیش از 3 سانتی‌متر تا 4 سانتی‌متر، برای زیر سقف، با ملات ماسه سیمان 1:4	مترمربع	2,701,000
180321	18	اضافه‌‏بها نسبت به ردیف‌های اندود سیمانی، چنانچه به جای ملات ماسه سیمان 1:4، ملات ماسه سیمان 1:3 مصرف شود، به ازای هر سانتی‌متر ضخامت اندود	مترمربع	2,370
180322	18	اضافه بها نسبت به ردیف‌‏های اندود سیمانی، چنانچه به جای ملات ماسه سیمان 1:4، ملات باتارد ۱:۲:۹ مصرف شود، به ازای هر سانتی‌متر ضخامت اندود	مترمربع	1
180323	18	کسربها نسبت به ردیف‌‏های اندود سیمانی، چنانچه به جای ملات ماسه سیمان 1:4، ملات ماسه آهک ۱:۳ مصرف شود، به ازای هر سانتی‌متر ضخامت اندود	مترمربع	-28,100
180325	18	اضافه‌بها به اندودهای سیمانی با ملات ماسه سیمان یا باتارد، در صورتی که سطح روی آن لیسه‌‏ای و پرداخت نهایی شود. 	مترمربع	118,000
180330	18	تهیه و اجرای بتن به عیار ۳۵۰ کیلوگرم سیمان به روش پاششی با دستگاه، برای ضخامت یک تا 3 سانتی‌متر به ازای هر سانتی‌متر	مترمربع	499,000
180331	18	اضافه‌بها به ردیف 180330 برای ضخامت‌های بیش از 3 سانتی‌متر، به ازای هر یک سانتی‌متر تا ۱۰ سانتی‌متر	مترمربع	376,500
180335	18	تعبیه بند در سطوح اندود سیمانی	مترطول	401,000
180401	18	اندود تخته ماله‏‌ای (قشر رویه) در یک‌دست، به ضخامت حدود 0/5 سانتی‌متر، روی سطوح قائم و افقی با ملات سیمان، پودر و خاک سنگ ۱:۱:۳	مترمربع	771,000
180402	18	اندود تخته ‏ماله‏‌ای (قشر رویه) در یک‌دست، به ضخامت حدود 0/5 سانتی‌متر، زیر سقف‏‌ها با ملات سیمان، پودر و خاک سنگ ۱:۱:۳	مترمربع	1,111,000
180403	18	اضافه‌بها نسبت به ردیف‌‏های ۱۸۰۴۰۱ و ۱۸۰۴۰۲، در صورتی که، به جای سیمان پرتلند از سیمان سفید استفاده شود	مترمربع	24,000
180404	18	اضافه‌بها به ردیف‌‏های ۱۸۰۴۰۱ و ۱۸۰۴۰۲، در صورت مصرف سیمان رنگی، به غیر از سیمان سفید	مترمربع	39,900
180501	18	اندود تگرگی (قشر رویه)، در یک دست به ضخامت حدود ۲ میلی‌متر برای سطوح قائم و افقی و یا زیر سقف، با ملات سیمان و پودر و خاک سنگ ۱:۱:۳	مترمربع	619,500
180502	18	اندود تگرگی (قشر رویه)، در یک دست به ضخامت حدود ۲ میلی‌متر برای سطوح قائم و افقی و یا زیر سقف، با ملات سیمان سفید و پودر و خاک سنگ ۱:۱:۳ و استفاده از مواد رنگی در صورت لزوم	مترمربع	595,500
180503	18	اندود تگرگی (قشر رویه)، در یک دست به ضخامت حدود ۲ میلی‌متر برای سطوح قائم و افقی و یا زیر سقف، با ملات سیمان رنگی (غیر از سفید) و پودر و خاک سنگ ۱:۱:۳	مترمربع	512,000
180601	18	نماسازی چکشی به ضخامت یک تا 1/5 سانتی‌متر، روی سطوح قائم یا افقی (قشر رویه)، با ملات موزاییک 1:2/5:2/5	مترمربع	4,373,000
180602	18	نماسازی چکشی به ضخامت یک تا 1/5 سانتی‌متر، روی سطوح قائم یا افقی (قشر رویه)، با ملات سیمان، پودر و خاک سنگ ۱:۱:۳	مترمربع	4,355,000
180603	18	نماسازی موزاییکی به ضخامت یک تا 1/5 سانتی‌متر، روی سطوح قائم یا افقی (قشر رویه)، با ملات موزاییک 1:2/5:2/5 و ساییدن آن	مترمربع	4,373,000
180604	18	نماسازی موزاییکی شسته (قشر رویه) به ضخامت یک تا 1/5 سانتی‌متر، روی سطوح قائم یا افقی با ملات موزاییک 1:2/5:2/5 و شستن آن	مترمربع	3,705,000
180605	18	اضافه‌بها به ردیف‌های ۱۸۰۶۰۱ تا ۱۸۰۶۰۴، در صورتی که به جای سیمان پرتلند، سیمان سفید مصرف شود	مترمربع	87,800
180606	18	اضافه‌بها به ردیف‌های ۱۸۰۶۰۱ تا ۱۸۰۶۰۴، در صورت مصرف سیمان رنگی به غیر از سیمان سفید	مترمربع	146,000
180608	18	تعبیه بند روی نماسازی چکشی یا‏ موزاییکی	مترطول	496,000
180609	18	شمشه‏‌گیری روی نماسازی چکشی یا موزاییکی با شیشه به ضخامت حدود 6 میلی‏‌متر، که شیشه الزاما در کار باقی بماند	مترطول	522,500
180701	18	تهیه مصالح و ساختن درپوش روی دیوار (یک‌طرفه یا دوطرفه)، کف‌پنجره (داخل یا خارج)، با تعبیه آب‌چکان، درز انبساط و قالب‌بندی، با ملات ماسه سیمان 1:5	مترمکعب	74,923,000
180704	18	تهیه مصالح (بجز میلگرد) و ساختن سایه‌بان بتنی بالای پنجره به عیار۲۵۰ کیلوگرم سیمان در مترمکعب، با تعبیه آب چکان و قالب‌بندی. 	مترمکعب	115,682,000
180801	18	بند‏کشی توپر با ملات گچ و خاک روی نمای آجری	مترطول	30,000
180802	18	بندکشی تو خالی با ملات گچ و خاک روی نمای آجری	مترطول	31,700
180803	18	بندکشی توپر با ملات ماسه بادی و سیمان ۱:۴ روی نمای آجری	مترطول	30,100
180804	18	بندکشی توخالی با ملات ماسه بادی و سیمان ۱:۴ روی نمای آجری	مترطول	31,800
180805	18	بندکشی با ملات ماسه بادی و سیمان ۱:۴ روی نمای بلوک سیمانی	مترطول	47,400
180808	18	بندکشی با ملات ماسه بادی و سیمان ۱:۴ روی سطوح سنگ‌‏کاری شده با سنگ پلاک، در صورتی که ضخامت بند 3 میلی‌متر و بیشتر باشد	مترطول	108,500
180809	18	بندکشی با ملات ماسه بادی و سیمان ۱:۴ روی سطوح کاشی‏‌کاری شده با کاشی‏‌های سرامیکی، در صورتی که ضخامت بند 3 میلی‌متر و بیشتر باشد	مترطول	90,900
180810	18	اضافه‌‏بها به ردیف‌‏های 180801 تا 180809، در صورتی که برای بندکشی به جای ملات ماسه بادی و سیمان، ملات پودر سنگ و سیمان سفید مصرف شود	مترطول	595
180811	18	اضافه‏‌بها به ردیف‌‏های 180801 تا 180809، در صورتی که از پودر آماده مخصوص بندکشی، استفاده شود	مترطول	0
180815	18	بندکشی با ملات ماسه بادی و سیمان ۱:۴ روی سطوح سنگی با سنگ قلوه، قواره یا لایه‌لایه	مترمربع	442,500
180817	18	اضافه‏‌بها به ردیف‏ 180815، در صورتی که برای بندکشی به جای ملات ماسه بادی و سیمان، ملات پودر سنگ و سیمان سفید مصرف شود	مترمربع	14,900
180818	18	اضافه‏‌بها به ردیف‏ 180815، در صورتی که از پودر آماده مخصوص بندکشی، استفاده شود	مترمربع	0
180901	18	تهیه و نصب صفحات گچی روکش‏‌دار معمولی به ضخامت اسمی 12/5 میلی‌متر، روی سطوح قائم که با استفاده از فولاد گالوانیزه سرد نورد شده زیرسازی شده باشد، به ازای هر صفحه گچی روکش‌‏دار	مترمربع	1,623,000
180902	18	تهیه و نصب صفحات گچی روکش‌‏دار معمولی به ضخامت اسمی 12/5 میلی‌متر، زیر سقف که با استفاده از فولاد گالوانیزه سرد نورد شده زیرسازی شده باشد، به ازای هر صفحه گچی روکش‌‏دار	مترمربع	2,016,000
180911	18	تهیه و اجرای نوار و بطانه جهت درزبندی صفحات گچی روکش‏‌دار	مترمربع	346,000
180912	18	تهیه و اجرای مواد پرداخت روی صفحات گچی روکش‌‏دار.	مترمربع	355,000
180913	18	کسربها به ردیف‌های ۱۸۰۹۰۱ و ۱۸۰۹۰۲ چنانچه ضخامت اسمی صفحات گچی روکش‌‏دار معمولی، 9/5 میلی‏‌متر و یا کمتر باشد	مترمربع	-137,500
180914	18	اضافه‏‌بها به ردیف‌های ۱۸۰۹۰۱ و ۱۸۰۹۰۲ چنانچه ضخامت اسمی صفحات گچی روکش‌‏دار معمولی، 15 میلی‌‏متر باشد	مترمربع	130,000
180915	18	اضافه‏‌بها به ردیف‌های ۱۸۰۹۰۱ و ۱۸۰۹۰۲ چنانچه ضخامت اسمی صفحات گچی روکش‌‏دار معمولی، 18 میلی‏‌متر باشد	مترمربع	160,500
180916	18	اضافه‌بها به ردیف‌های ۱۸۰۹۰۱ و ۱۸۰۹۰۲، چنانچه صفحات گچی از نوع مقاوم در برابر رطوبت باشد	مترمربع	193,000
180917	18	اضافه‌بها به ردیف‌های ۱۸۰۹۰۱ و ۱۸۰۹۰۲، چنانچه صفحات گچی از نوع مقاوم در برابر آتش باشد	مترمربع	156,500
180918	18	اضافه‌بها به ردیف‌های 180901 و 180902، چنانچه صفحات گچی تواما در برابر آتش و رطوبت مقاوم باشد.	مترمربع	203,000
180925	18	تعبیه و جاسازی بازشو یا سوراخ در صفحات گچی روکش‌‏دار، به قطر تا 15 سانتی‌متر یا سطح معادل آن	عدد	320,000
